"age","marital-status","relationship","race","sex","native-country"
35,"Married-civ-spouse","Husband","White","Male","United-States"
47,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Divorced","Not-in-family","White","Male","United-States"
55,"Married-civ-spouse","Husband","White","Male","United-States"
47,"Married-civ-spouse","Husband","White","Male","United-States"
59,"Separated","Unmarried","Amer-Indian-Eskimo","Female","United-States"
70,"Widowed","Unmarried","White","Female","United-States"
53,"Married-civ-spouse","Husband","White","Male","France"
39,"Divorced","Unmarried","White","Female","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Separated","Unmarried","White","Female","Columbia"
28,"Never-married","Not-in-family","White","Male","United-States"
74,"Divorced","Not-in-family","White","Female","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Divorced","Not-in-family","White","Male","United-States"
35,"Divorced","Not-in-family","White","Male","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
38,"Never-married","Not-in-family","White","Male","United-States"
29,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Divorced","Not-in-family","White","Female","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Married-civ-spouse","Husband","Black","Male","United-States"
31,"Never-married","Own-child","White","Male","United-States"
50,"Divorced","Not-in-family","White","Female","United-States"
31,"Never-married","Not-in-family","White","Female","United-States"
27,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Never-married","Not-in-family","Black","Male","United-States"
28,"Never-married","Not-in-family","White","Female","United-States"
21,"Never-married","Own-child","Black","Female","United-States"
57,"Divorced","Not-in-family","White","Male","United-States"
56,"Divorced","Not-in-family","White","Female","United-States"
48,"Separated","Unmarried","White","Female","El-Salvador"
36,"Divorced","Unmarried","Asian-Pac-Islander","Male","United-States"
51,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Never-married","Not-in-family","White","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
51,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Divorced","Unmarried","White","Female","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Separated","Own-child","Black","Female","United-States"
23,"Never-married","Own-child","White","Female","United-States"
26,"Married-civ-spouse","Husband","White","Male","United-States"
25,"Never-married","Own-child","Black","Female","United-States"
29,"Separated","Not-in-family","Black","Male","United-States"
30,"Never-married","Not-in-family","White","Male","United-States"
57,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","China"
37,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Never-married","Not-in-family","White","Female","United-States"
21,"Never-married","Own-child","White","Female","United-States"
25,"Married-civ-spouse","Wife","Black","Female","United-States"
61,"Widowed","Unmarried","Amer-Indian-Eskimo","Female","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
28,"Never-married","Own-child","White","Male","United-States"
24,"Never-married","Unmarried","White","Female","United-States"
47,"Married-civ-spouse","Husband","White","Male","Cuba"
29,"Married-AF-spouse","Husband","White","Male","United-States"
49,"Divorced","Not-in-family","White","Female","United-States"
41,"Divorced","Unmarried","White","Female","United-States"
33,"Never-married","Not-in-family","Black","Female","United-States"
40,"Married-civ-spouse","Wife","White","Female","United-States"
32,"Divorced","Not-in-family","White","Male","United-States"
48,"Divorced","Not-in-family","Black","Male","United-States"
24,"Never-married","Own-child","White","Female","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Never-married","Other-relative","Asian-Pac-Islander","Male","United-States"
23,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Married-civ-spouse","Husband","White","Male","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Divorced","Not-in-family","White","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","Cuba"
44,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Never-married","Not-in-family","White","Male","Mexico"
31,"Never-married","Not-in-family","White","Male","United-States"
40,"Married-civ-spouse","Wife","White","Female","United-States"
28,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Not-in-family","Asian-Pac-Islander","Female","Thailand"
35,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Married-civ-spouse","Husband","White","Male","England"
20,"Never-married","Own-child","White","Female","United-States"
55,"Divorced","Unmarried","Black","Male","United-States"
30,"Separated","Not-in-family","White","Male","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
75,"Married-civ-spouse","Husband","White","Male","United-States"
17,"Never-married","Own-child","White","Male","United-States"
20,"Never-married","Own-child","White","Male","United-States"
25,"Never-married","Not-in-family","White","Male","United-States"
27,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Own-child","White","Female","United-States"
21,"Married-civ-spouse","Wife","Amer-Indian-Eskimo","Female","United-States"
19,"Never-married","Own-child","White","Male","United-States"
42,"Never-married","Not-in-family","White","Male","United-States"
28,"Married-civ-spouse","Husband","White","Male","United-States"
47,"Married-civ-spouse","Husband","White","Male","Iran"
59,"Divorced","Unmarried","White","Female","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
48,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Never-married","Not-in-family","White","Female","United-States"
45,"Never-married","Not-in-family","White","Male","United-States"
24,"Never-married","Own-child","White","Male","United-States"
31,"Married-civ-spouse","Wife","White","Female","United-States"
24,"Never-married","Other-relative","Black","Male","Mexico"
29,"Never-married","Not-in-family","White","Male","United-States"
24,"Never-married","Own-child","White","Male","United-States"
24,"Never-married","Not-in-family","White","Female","United-States"
28,"Never-married","Not-in-family","Black","Female","Jamaica"
36,"Married-civ-spouse","Husband","White","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
51,"Divorced","Not-in-family","White","Female","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Never-married","Own-child","Asian-Pac-Islander","Female","United-States"
39,"Never-married","Not-in-family","White","Male","United-States"
28,"Never-married","Not-in-family","White","Male","United-States"
51,"Married-civ-spouse","Husband","Amer-Indian-Eskimo","Male","United-States"
45,"Married-spouse-absent","Unmarried","White","Male","United-States"
45,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Never-married","Not-in-family","White","Female","United-States"
38,"Never-married","Not-in-family","White","Male","United-States"
38,"Married-spouse-absent","Own-child","White","Male","Mexico"
39,"Married-civ-spouse","Husband","White","Male","United-States"
52,"Never-married","Not-in-family","White","Male","United-States"
17,"Never-married","Own-child","White","Female","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Never-married","Own-child","Black","Male","United-States"
47,"Divorced","Unmarried","White","Female","United-States"
28,"Never-married","Not-in-family","White","Female","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Never-married","Not-in-family","Black","Male","United-States"
42,"Divorced","Unmarried","White","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Never-married","Not-in-family","White","Female","United-States"
28,"Never-married","Own-child","White","Female","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
45,"Married-spouse-absent","Unmarried","Black","Female","United-States"
21,"Never-married","Own-child","White","Male","United-States"
74,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Married-civ-spouse","Other-relative","White","Male","United-States"
39,"Divorced","Unmarried","White","Female","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Never-married","Not-in-family","White","Male","United-States"
32,"Divorced","Not-in-family","Black","Female","United-States"
43,"Divorced","Not-in-family","White","Female","United-States"
23,"Never-married","Not-in-family","Asian-Pac-Islander","Female","Laos"
18,"Never-married","Own-child","White","Female","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Separated","Not-in-family","White","Male","United-States"
19,"Never-married","Own-child","Asian-Pac-Islander","Female","South"
23,"Never-married","Not-in-family","White","Male","United-States"
37,"Divorced","Own-child","White","Male","United-States"
25,"Never-married","Own-child","White","Male","United-States"
45,"Married-civ-spouse","Wife","Black","Female","United-States"
32,"Never-married","Not-in-family","White","Female","United-States"
18,"Never-married","Own-child","White","Male","United-States"
25,"Never-married","Unmarried","White","Male","Mexico"
53,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Never-married","Not-in-family","White","Male","United-States"
24,"Married-civ-spouse","Husband","White","Male","United-States"
54,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Never-married","Not-in-family","White","Female","United-States"
45,"Widowed","Not-in-family","Asian-Pac-Islander","Female","United-States"
36,"Married-civ-spouse","Wife","White","Female","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Never-married","Not-in-family","White","Female","United-States"
24,"Never-married","Unmarried","Black","Male","United-States"
39,"Divorced","Own-child","White","Male","United-States"
50,"Married-spouse-absent","Unmarried","White","Female","United-States"
38,"Married-civ-spouse","Wife","White","Female","United-States"
58,"Widowed","Unmarried","White","Female","United-States"
44,"Married-civ-spouse","Husband","Black","Male","United-States"
24,"Never-married","Own-child","Asian-Pac-Islander","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Divorced","Not-in-family","White","Male","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Never-married","Not-in-family","Black","Male","United-States"
53,"Divorced","Unmarried","White","Female","United-States"
24,"Never-married","Own-child","White","Female","United-States"
26,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Never-married","Own-child","White","Male","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Married-civ-spouse","Husband","White","Male","Germany"
43,"Married-civ-spouse","Wife","White","Female","United-States"
60,"Married-civ-spouse","Husband","White","Male","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Never-married","Unmarried","Black","Male","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Married-civ-spouse","Husband","Black","Male","United-States"
69,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Never-married","Not-in-family","White","Male","United-States"
61,"Married-civ-spouse","Husband","White","Male","United-States"
56,"Married-civ-spouse","Husband","White","Male","United-States"
47,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Married-civ-spouse","Husband","Black","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
51,"Never-married","Not-in-family","White","Female","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Separated","Unmarried","White","Female","United-States"
51,"Divorced","Not-in-family","White","Male","United-States"
24,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Never-married","Own-child","White","Female","United-States"
40,"Divorced","Not-in-family","White","Male","United-States"
34,"Never-married","Own-child","White","Male","United-States"
69,"Widowed","Not-in-family","White","Female","United-States"
41,"Divorced","Unmarried","White","Female","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
57,"Never-married","Own-child","Black","Male","United-States"
26,"Married-civ-spouse","Husband","White","Male","United-States"
53,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Divorced","Not-in-family","White","Male","United-States"
51,"Widowed","Not-in-family","White","Female","United-States"
56,"Married-civ-spouse","Husband","White","Male","Puerto-Rico"
51,"Separated","Unmarried","Black","Female","United-States"
17,"Never-married","Own-child","White","Male","United-States"
42,"Divorced","Not-in-family","White","Female","United-States"
42,"Divorced","Own-child","White","Female","United-States"
29,"Never-married","Unmarried","White","Male","Germany"
33,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Divorced","Not-in-family","White","Male","United-States"
64,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Divorced","Not-in-family","White","Male","United-States"
21,"Never-married","Not-in-family","White","Male","Mexico"
31,"Married-civ-spouse","Husband","White","Male","United-States"
60,"Widowed","Unmarried","Asian-Pac-Islander","Female","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Never-married","Own-child","Black","Male","United-States"
40,"Married-civ-spouse","Wife","White","Female","United-States"
27,"Married-civ-spouse","Wife","White","Female","United-States"
18,"Never-married","Own-child","White","Male","United-States"
43,"Separated","Not-in-family","Black","Female","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Never-married","Not-in-family","White","Male","United-States"
28,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Never-married","Not-in-family","White","Female","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Married-civ-spouse","Husband","White","Male","United-States"
42,"Separated","Unmarried","Black","Male","United-States"
18,"Never-married","Own-child","Black","Male","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
54,"Married-civ-spouse","Husband","White","Male","United-States"
54,"Married-civ-spouse","Husband","White","Male","United-States"
56,"Divorced","Not-in-family","White","Female","Germany"
27,"Never-married","Unmarried","White","Male","United-States"
26,"Never-married","Own-child","White","Female","Mexico"
41,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Divorced","Unmarried","White","Female","United-States"
18,"Never-married","Own-child","White","Female","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Never-married","Not-in-family","White","Male","United-States"
31,"Never-married","Own-child","White","Male","Mexico"
46,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Divorced","Not-in-family","White","Male","United-States"
25,"Never-married","Own-child","Asian-Pac-Islander","Male","Taiwan"
55,"Married-civ-spouse","Husband","White","Male","United-States"
64,"Widowed","Not-in-family","White","Male","United-States"
30,"Never-married","Not-in-family","White","Female","United-States"
65,"Never-married","Not-in-family","White","Male","United-States"
46,"Divorced","Not-in-family","White","Male","United-States"
45,"Married-civ-spouse","Husband","White","Male","United-States"
18,"Never-married","Own-child","White","Female","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","Germany"
35,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Never-married","Own-child","White","Male","United-States"
24,"Never-married","Other-relative","White","Male","United-States"
45,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Never-married","Not-in-family","White","Female","United-States"
44,"Married-civ-spouse","Husband","Other","Male","Nicaragua"
23,"Never-married","Not-in-family","White","Female","United-States"
57,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Married-civ-spouse","Husband","White","Male","Mexico"
20,"Married-civ-spouse","Husband","Black","Male","Puerto-Rico"
32,"Married-civ-spouse","Husband","White","Male","United-States"
60,"Married-civ-spouse","Wife","White","Female","United-States"
38,"Never-married","Not-in-family","White","Female","United-States"
29,"Never-married","Not-in-family","White","Female","United-States"
22,"Never-married","Own-child","White","Male","United-States"
21,"Never-married","Own-child","Asian-Pac-Islander","Male","India"
40,"Married-civ-spouse","Other-relative","White","Male","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
45,"Divorced","Not-in-family","White","Male","United-States"
76,"Widowed","Not-in-family","White","Female","United-States"
45,"Married-civ-spouse","Husband","White","Male","United-States"
49,"Separated","Unmarried","White","Female","United-States"
36,"Never-married","Not-in-family","Black","Female","United-States"
22,"Never-married","Own-child","White","Male","United-States"
47,"Divorced","Unmarried","White","Female","United-States"
26,"Married-AF-spouse","Husband","White","Male","United-States"
21,"Divorced","Own-child","White","Male","United-States"
27,"Never-married","Own-child","White","Female","United-States"
26,"Never-married","Not-in-family","White","Male","United-States"
20,"Never-married","Own-child","White","Female","United-States"
31,"Never-married","Not-in-family","White","Male","England"
57,"Divorced","Unmarried","Black","Female","United-States"
39,"Divorced","Other-relative","White","Female","United-States"
36,"Never-married","Not-in-family","Black","Male","England"
66,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
21,"Never-married","Other-relative","White","Female","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
49,"Divorced","Not-in-family","White","Female","United-States"
48,"Divorced","Not-in-family","White","Female","United-States"
19,"Never-married","Not-in-family","White","Male","United-States"
42,"Married-civ-spouse","Husband","Black","Male","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
63,"Divorced","Not-in-family","White","Female","United-States"
26,"Never-married","Other-relative","White","Male","United-States"
41,"Divorced","Other-relative","White","Female","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Own-child","White","Male","United-States"
45,"Married-civ-spouse","Wife","White","Female","United-States"
47,"Married-civ-spouse","Wife","White","Female","United-States"
47,"Divorced","Not-in-family","White","Female","United-States"
34,"Married-civ-spouse","Husband","White","Male","England"
49,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Divorced","Not-in-family","White","Male","United-States"
53,"Widowed","Unmarried","White","Male","United-States"
39,"Divorced","Not-in-family","White","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
18,"Never-married","Own-child","White","Female","United-States"
59,"Never-married","Not-in-family","Asian-Pac-Islander","Male","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
45,"Widowed","Unmarried","White","Male","United-States"
54,"Divorced","Not-in-family","White","Female","United-States"
22,"Never-married","Not-in-family","White","Male","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Divorced","Not-in-family","White","Female","United-States"
48,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Never-married","Not-in-family","White","Male","United-States"
54,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Married-civ-spouse","Husband","White","Male","United-States"
53,"Married-civ-spouse","Husband","White","Male","United-States"
51,"Married-civ-spouse","Husband","White","Male","United-States"
54,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Married-civ-spouse","Husband","Black","Male","United-States"
52,"Divorced","Not-in-family","White","Female","United-States"
44,"Divorced","Not-in-family","White","Female","United-States"
56,"Married-civ-spouse","Husband","White","Male","United-States"
57,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Never-married","Unmarried","Black","Female","United-States"
30,"Never-married","Not-in-family","White","Female","United-States"
29,"Never-married","Not-in-family","White","Male","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
28,"Never-married","Not-in-family","White","Male","United-States"
30,"Separated","Unmarried","Black","Female","United-States"
45,"Divorced","Not-in-family","White","Male","United-States"
17,"Never-married","Own-child","White","Male","United-States"
54,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
54,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Divorced","Not-in-family","Amer-Indian-Eskimo","Male","United-States"
38,"Married-civ-spouse","Husband","White","Male","Canada"
51,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Never-married","Not-in-family","Asian-Pac-Islander","Male","United-States"
24,"Never-married","Not-in-family","White","Male","United-States"
56,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Never-married","Own-child","Asian-Pac-Islander","Male","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Never-married","Not-in-family","Black","Male","United-States"
32,"Married-civ-spouse","Other-relative","White","Male","United-States"
35,"Married-civ-spouse","Husband","White","Male","Puerto-Rico"
43,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Divorced","Unmarried","White","Female","United-States"
19,"Never-married","Own-child","White","Male","United-States"
23,"Never-married","Own-child","White","Male","United-States"
40,"Separated","Unmarried","White","Male","United-States"
59,"Divorced","Not-in-family","White","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
53,"Widowed","Not-in-family","White","Female","United-States"
26,"Married-civ-spouse","Husband","White","Male","United-States"
68,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Divorced","Unmarried","White","Male","United-States"
25,"Never-married","Not-in-family","White","Male","United-States"
20,"Never-married","Own-child","White","Male","United-States"
22,"Never-married","Not-in-family","White","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Married-civ-spouse","Other-relative","White","Male","United-States"
29,"Never-married","Unmarried","Black","Female","United-States"
20,"Never-married","Own-child","White","Female","United-States"
58,"Divorced","Unmarried","White","Female","United-States"
32,"Divorced","Not-in-family","White","Male","United-States"
23,"Never-married","Not-in-family","White","Female","United-States"
30,"Married-civ-spouse","Husband","White","Male","Mexico"
67,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Never-married","Unmarried","White","Female","United-States"
53,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Married-civ-spouse","Own-child","White","Male","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
17,"Never-married","Own-child","Black","Female","United-States"
48,"Married-civ-spouse","Husband","White","Male","United-States"
28,"Married-civ-spouse","Wife","White","Female","United-States"
18,"Never-married","Own-child","White","Male","United-States"
28,"Divorced","Not-in-family","White","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
62,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Married-civ-spouse","Husband","White","Male","Mexico"
30,"Divorced","Unmarried","White","Female","United-States"
20,"Never-married","Own-child","White","Male","United-States"
29,"Never-married","Not-in-family","White","Male","United-States"
55,"Married-civ-spouse","Husband","Black","Male","United-States"
20,"Never-married","Own-child","White","Male","United-States"
54,"Married-civ-spouse","Husband","Black","Male","United-States"
27,"Never-married","Not-in-family","White","Male","United-States"
43,"Never-married","Not-in-family","White","Male","United-States"
48,"Divorced","Not-in-family","White","Male","United-States"
34,"Never-married","Own-child","White","Male","United-States"
29,"Never-married","Not-in-family","White","Female","United-States"
37,"Divorced","Unmarried","White","Female","United-States"
56,"Married-civ-spouse","Husband","White","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
54,"Married-civ-spouse","Husband","Black","Male","Jamaica"
45,"Separated","Not-in-family","White","Male","United-States"
29,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Married-civ-spouse","Wife","White","Female","United-States"
43,"Married-civ-spouse","Husband","Black","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
45,"Married-civ-spouse","Husband","White","Male","United-States"
25,"Never-married","Not-in-family","White","Male","United-States"
25,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Not-in-family","White","Male","United-States"
39,"Married-civ-spouse","Wife","White","Female","United-States"
17,"Never-married","Own-child","White","Female","United-States"
27,"Never-married","Own-child","White","Male","United-States"
26,"Never-married","Other-relative","Black","Female","United-States"
55,"Married-civ-spouse","Husband","White","Male","Mexico"
39,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Separated","Not-in-family","White","Female","United-States"
34,"Married-civ-spouse","Husband","White","Male","Mexico"
51,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Divorced","Own-child","White","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Never-married","Not-in-family","White","Female","United-States"
45,"Married-civ-spouse","Husband","White","Male","United-States"
51,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Divorced","Unmarried","White","Male","United-States"
25,"Never-married","Not-in-family","White","Female","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Divorced","Not-in-family","White","Male","United-States"
60,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Never-married","Own-child","Asian-Pac-Islander","Male","South"
45,"Divorced","Not-in-family","White","Female","United-States"
49,"Divorced","Not-in-family","White","Female","United-States"
19,"Never-married","Not-in-family","White","Female","United-States"
34,"Married-spouse-absent","Unmarried","Asian-Pac-Islander","Female","Philippines"
42,"Divorced","Not-in-family","White","Male","United-States"
25,"Never-married","Not-in-family","White","Female","United-States"
59,"Married-civ-spouse","Husband","White","Male","El-Salvador"
28,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Other-relative","White","Male","United-States"
31,"Never-married","Not-in-family","White","Female","United-States"
58,"Never-married","Not-in-family","White","Male","United-States"
47,"Married-civ-spouse","Husband","White","Male","United-States"
30,"Never-married","Not-in-family","White","Male","United-States"
41,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","China"
43,"Separated","Unmarried","White","Male","United-States"
48,"Separated","Not-in-family","White","Female","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Never-married","Not-in-family","Black","Female","United-States"
24,"Never-married","Own-child","Black","Female","United-States"
28,"Married-civ-spouse","Husband","White","Male","United-States"
50,"Married-spouse-absent","Unmarried","White","Female","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Never-married","Other-relative","White","Female","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
21,"Never-married","Own-child","White","Male","United-States"
52,"Separated","Not-in-family","Black","Female","United-States"
26,"Never-married","Not-in-family","White","Male","United-States"
27,"Never-married","Not-in-family","White","Male","United-States"
28,"Never-married","Unmarried","White","Female","Nicaragua"
50,"Married-civ-spouse","Husband","White","Male","United-States"
28,"Married-civ-spouse","Husband","White","Male","United-States"
61,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Separated","Unmarried","White","Female","United-States"
30,"Never-married","Not-in-family","White","Male","United-States"
51,"Divorced","Not-in-family","White","Female","United-States"
40,"Never-married","Not-in-family","White","Male","United-States"
36,"Never-married","Not-in-family","White","Male","United-States"
28,"Divorced","Other-relative","Black","Male","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
61,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
55,"Widowed","Unmarried","White","Female","United-States"
36,"Married-civ-spouse","Wife","White","Female","United-States"
21,"Never-married","Own-child","White","Female","United-States"
57,"Married-civ-spouse","Husband","White","Male","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
41,"Separated","Not-in-family","White","Male","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Own-child","White","Male","United-States"
42,"Divorced","Not-in-family","Black","Female","United-States"
41,"Divorced","Unmarried","White","Female","United-States"
45,"Married-civ-spouse","Husband","White","Male","United-States"
42,"Married-civ-spouse","Wife","White","Female","United-States"
25,"Married-civ-spouse","Husband","White","Male","United-States"
45,"Married-civ-spouse","Husband","White","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
39,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Never-married","Not-in-family","White","Male","United-States"
44,"Divorced","Not-in-family","White","Male","United-States"
53,"Widowed","Unmarried","White","Female","United-States"
27,"Married-civ-spouse","Husband","White","Male","Guatemala"
60,"Separated","Not-in-family","White","Female","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
56,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Never-married","Not-in-family","White","Male","United-States"
56,"Divorced","Unmarried","White","Female","United-States"
29,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Own-child","White","Male","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
