"income","workclass","occupation","capital-gain","capital-loss","hours-per-week"
"<=50K","Private","Other-service",0,0,40
">50K","Local-gov","Tech-support",0,1848,40
"<=50K","Local-gov","Other-service",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,40
">50K","Federal-gov","Prof-specialty",7688,0,66
"<=50K","Private","Tech-support",0,0,20
"<=50K","Private","Sales",0,0,25
"<=50K","Private","Exec-managerial",0,0,50
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Self-emp-not-inc","Sales",0,0,16
"<=50K","Private","Tech-support",0,0,40
"<=50K","Private","Prof-specialty",0,3900,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Self-emp-not-inc","Exec-managerial",0,0,30
"<=50K","Self-emp-inc","Sales",0,0,50
"<=50K","Self-emp-not-inc","Exec-managerial",0,0,50
"<=50K","Private","Other-service",0,0,30
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Sales",0,0,40
"<=50K","Local-gov","Transport-moving",0,0,22
"<=50K","Local-gov","Other-service",0,0,35
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Local-gov","Prof-specialty",0,0,70
"<=50K","Self-emp-not-inc","Craft-repair",0,0,40
">50K","Self-emp-inc","Exec-managerial",0,2392,60
"<=50K","Private","Adm-clerical",0,0,45
"<=50K","State-gov","Adm-clerical",0,0,47
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,70
"<=50K","Private","Other-service",0,0,12
"<=50K","Private","Transport-moving",0,0,65
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Prof-specialty",0,0,15
"<=50K","Private","Farming-fishing",0,0,55
"<=50K","Private","Handlers-cleaners",0,0,40
">50K","Self-emp-not-inc","Sales",0,0,50
"<=50K","Self-emp-not-inc","Other-service",0,0,99
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Other-service",0,0,45
">50K","Self-emp-not-inc","Prof-specialty",0,0,10
"<=50K","Self-emp-not-inc","Transport-moving",0,0,45
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Craft-repair",0,0,35
">50K","Private","Sales",10520,0,43
">50K","Self-emp-not-inc","Sales",0,0,50
">50K","Private","Exec-managerial",0,0,50
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Craft-repair",0,1887,50
">50K","Private","Craft-repair",7298,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Local-gov","Transport-moving",0,0,40
"<=50K","Private","Adm-clerical",0,0,32
">50K","Private","Prof-specialty",0,0,45
"<=50K","Private","Exec-managerial",0,0,35
"<=50K","Private","Tech-support",0,0,40
">50K","Private","Craft-repair",0,0,50
">50K","Self-emp-not-inc","Machine-op-inspct",3103,0,40
"<=50K","State-gov","Prof-specialty",0,0,70
"<=50K","Private","Craft-repair",0,0,40
">50K","State-gov","Protective-serv",0,0,40
"<=50K","Self-emp-not-inc","Exec-managerial",0,0,50
"<=50K","Private","Sales",3325,0,40
"<=50K","Self-emp-inc","Sales",0,0,50
"<=50K","Private","Machine-op-inspct",0,0,50
"<=50K","Private","Craft-repair",0,0,10
"<=50K","Private","Craft-repair",0,0,60
"<=50K","Federal-gov","Exec-managerial",0,0,40
"<=50K","Private","Other-service",0,0,35
">50K","Self-emp-inc","Exec-managerial",0,0,55
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Adm-clerical",0,0,20
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,20
">50K","State-gov","Prof-specialty",0,0,35
"<=50K","Private","Prof-specialty",0,0,45
">50K","Private","Sales",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,45
"<=50K","Federal-gov","Adm-clerical",0,0,40
">50K","Local-gov","Protective-serv",0,0,40
">50K","Local-gov","Adm-clerical",0,0,50
">50K","State-gov","Protective-serv",7688,0,40
"<=50K","Private","Sales",0,0,20
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Craft-repair",0,0,45
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","State-gov","Prof-specialty",0,0,20
"<=50K","Private","Other-service",0,0,40
">50K","Private","Sales",0,0,45
">50K","Private","Craft-repair",0,0,35
"<=50K","Private","Protective-serv",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
">50K","Private","Sales",0,0,40
">50K","Private","Transport-moving",0,0,45
">50K","Self-emp-not-inc","Sales",7688,0,50
">50K","Local-gov","Craft-repair",7688,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Other-service",0,0,38
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,40
"<=50K","Private","Priv-house-serv",0,0,45
"<=50K","Federal-gov","Prof-specialty",0,0,40
"<=50K","Local-gov","Exec-managerial",0,1740,80
">50K","Private","Other-service",0,0,60
"<=50K","Private","Farming-fishing",0,0,40
"<=50K","Private","Transport-moving",1506,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Other-service",0,0,45
"<=50K","Private","Other-service",0,0,30
"<=50K","Private","Adm-clerical",0,0,47
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,60
"<=50K","Private","Transport-moving",0,0,50
">50K","Private","Craft-repair",0,0,40
"<=50K","Private","Other-service",0,0,9
">50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Farming-fishing",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","State-gov","Prof-specialty",0,0,35
"<=50K","Private","Adm-clerical",0,0,20
">50K","Private","Exec-managerial",0,0,90
">50K","Private","Craft-repair",0,0,40
"<=50K","Private","Farming-fishing",0,0,50
"<=50K","Private","Craft-repair",0,0,45
"<=50K","Private","Machine-op-inspct",0,0,24
"<=50K","Private","Exec-managerial",0,0,45
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Adm-clerical",0,0,60
"<=50K","Private","Adm-clerical",0,0,40
">50K","Private","Exec-managerial",0,0,55
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,60
">50K","Self-emp-inc","Prof-specialty",7688,0,40
"<=50K","Self-emp-not-inc","Exec-managerial",0,0,40
"<=50K","Private","Sales",0,0,55
"<=50K","Private","Handlers-cleaners",0,0,12
">50K","Private","Craft-repair",0,0,50
"<=50K","Local-gov","Exec-managerial",2009,0,44
"<=50K","Private","Craft-repair",0,0,44
"<=50K","Private","Other-service",0,0,35
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,40
"<=50K","Private","Sales",0,0,18
"<=50K","Private","Adm-clerical",0,0,32
"<=50K","Private","Tech-support",0,0,40
"<=50K","Local-gov","Transport-moving",0,0,30
"<=50K","Self-emp-not-inc","Transport-moving",0,0,45
">50K","Private","Prof-specialty",0,2415,45
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Craft-repair",0,0,48
"<=50K","Self-emp-not-inc","Sales",0,0,60
">50K","Federal-gov","Other-service",0,0,40
">50K","Private","Craft-repair",0,0,50
"<=50K","Private","Adm-clerical",0,0,20
"<=50K","Private","Farming-fishing",0,0,40
">50K","State-gov","Exec-managerial",0,0,40
">50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Sales",0,0,38
"<=50K","Self-emp-not-inc","Exec-managerial",0,0,50
">50K","Private","Prof-specialty",0,1977,50
"<=50K","Private","Craft-repair",594,0,40
">50K","Private","Exec-managerial",0,0,28
">50K","Private","Prof-specialty",0,0,45
"<=50K","Private","Sales",0,0,40
">50K","Private","Prof-specialty",7688,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
">50K","Private","Craft-repair",0,0,40
"<=50K","Private","Farming-fishing",0,0,45
">50K","Private","Sales",0,0,35
"<=50K","Private","Transport-moving",0,0,40
">50K","Private","Farming-fishing",0,0,56
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","State-gov","Other-service",0,0,40
">50K","Private","Exec-managerial",0,0,50
">50K","Private","Craft-repair",0,0,48
"<=50K","Private","Sales",0,0,60
"<=50K","Private","Prof-specialty",0,0,16
">50K","Private","Exec-managerial",15024,0,50
">50K","Private","Exec-managerial",0,1977,50
">50K","Private","Sales",0,0,45
"<=50K","Local-gov","Prof-specialty",0,0,60
">50K","Self-emp-not-inc","Other-service",0,0,35
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Prof-specialty",0,0,35
"<=50K","Local-gov","Prof-specialty",0,0,60
">50K","Private","Machine-op-inspct",0,1887,40
">50K","Self-emp-not-inc","Sales",3103,0,55
"<=50K","Private","Other-service",0,0,25
"<=50K","Private","Prof-specialty",0,0,40
">50K","Federal-gov","Adm-clerical",0,0,40
">50K","Self-emp-inc","Exec-managerial",99999,0,45
"<=50K","Private","Sales",0,0,32
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Craft-repair",0,0,50
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Transport-moving",0,0,90
"<=50K","State-gov","Prof-specialty",0,0,20
">50K","Private","Prof-specialty",8614,0,40
">50K","Self-emp-not-inc","Prof-specialty",99999,0,50
"<=50K","Private","Handlers-cleaners",0,0,30
">50K","Self-emp-inc","Exec-managerial",0,0,40
"<=50K","Private","Tech-support",0,0,35
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
">50K","Private","Exec-managerial",0,0,42
"<=50K","Private","Handlers-cleaners",0,0,28
"<=50K","State-gov","Other-service",0,0,24
">50K","Self-emp-not-inc","Tech-support",0,0,60
"<=50K","Private","Handlers-cleaners",0,0,20
"<=50K","Private","Other-service",0,0,22
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Sales",0,0,40
">50K","Private","Craft-repair",0,0,40
"<=50K","Private","Adm-clerical",0,0,18
">50K","Local-gov","Exec-managerial",8614,0,50
">50K","Local-gov","Craft-repair",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
">50K","Private","Prof-specialty",15024,0,60
"<=50K","Self-emp-not-inc","Handlers-cleaners",0,0,60
"<=50K","Private","Exec-managerial",0,0,35
">50K","Private","Transport-moving",0,0,50
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,60
"<=50K","Local-gov","Craft-repair",0,0,40
">50K","Private","Sales",0,0,40
"<=50K","Private","Craft-repair",0,0,65
">50K","Private","Craft-repair",4386,0,38
">50K","Local-gov","Protective-serv",0,0,40
">50K","Private","Tech-support",0,1887,70
"<=50K","Private","Craft-repair",0,0,55
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","State-gov","Farming-fishing",0,0,40
"<=50K","Self-emp-not-inc","Exec-managerial",2964,0,12
">50K","Private","Sales",0,0,45
"<=50K","Private","Transport-moving",0,2002,40
"<=50K","Private","Machine-op-inspct",0,0,40
">50K","Self-emp-not-inc","Prof-specialty",0,0,40
">50K","Private","Exec-managerial",0,0,60
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Sales",0,0,30
"<=50K","Private","Other-service",0,0,20
"<=50K","Self-emp-not-inc","Craft-repair",0,0,65
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,35
"<=50K","Private","Sales",0,0,20
"<=50K","Private","Other-service",0,0,30
">50K","Self-emp-inc","Sales",0,0,40
"<=50K","Private","Other-service",0,0,40
">50K","Private","Prof-specialty",0,0,40
">50K","Private","Transport-moving",0,0,50
">50K","Self-emp-inc","Sales",0,0,48
">50K","Private","Sales",0,0,40
"<=50K","Private","Adm-clerical",0,0,50
">50K","Self-emp-inc","Prof-specialty",99999,0,50
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Craft-repair",2907,0,40
"<=50K","Private","Adm-clerical",0,0,52
">50K","Local-gov","Machine-op-inspct",0,0,38
">50K","Private","Craft-repair",0,0,50
"<=50K","Local-gov","Transport-moving",0,0,33
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Sales",0,0,55
"<=50K","Private","Other-service",0,0,30
"<=50K","Private","Craft-repair",0,0,60
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Self-emp-not-inc","Other-service",0,0,30
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Exec-managerial",2463,0,35
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Exec-managerial",1831,0,30
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,40
">50K","Self-emp-inc","Sales",0,1887,45
"<=50K","Private","Craft-repair",0,2051,40
"<=50K","Private","Exec-managerial",3325,0,40
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","State-gov","Craft-repair",5013,0,40
"<=50K","Self-emp-not-inc","Prof-specialty",0,0,50
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Prof-specialty",15024,0,40
">50K","Self-emp-not-inc","Prof-specialty",0,0,60
"<=50K","Private","Handlers-cleaners",0,0,50
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Craft-repair",0,0,45
">50K","Private","Exec-managerial",99999,0,70
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Exec-managerial",0,1887,40
">50K","Private","Exec-managerial",0,0,50
"<=50K","Private","Transport-moving",0,0,10
"<=50K","Private","Handlers-cleaners",0,0,20
"<=50K","Private","Exec-managerial",0,0,40
">50K","Private","Craft-repair",3103,0,45
"<=50K","Private","Craft-repair",0,0,43
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Sales",0,0,35
"<=50K","Private","Transport-moving",0,0,60
"<=50K","Private","Other-service",0,0,30
"<=50K","Private","Exec-managerial",0,0,40
">50K","Local-gov","Protective-serv",0,0,40
"<=50K","Private","Sales",0,0,20
">50K","Private","Exec-managerial",7298,0,40
">50K","Private","Exec-managerial",15024,0,40
"<=50K","Private","Adm-clerical",0,0,24
">50K","Private","Exec-managerial",0,0,65
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Farming-fishing",0,0,40
">50K","Private","Exec-managerial",0,0,60
"<=50K","Private","Exec-managerial",0,0,50
"<=50K","Private","Other-service",0,0,40
">50K","Self-emp-not-inc","Prof-specialty",0,1902,50
"<=50K","Private","Handlers-cleaners",0,0,40
">50K","Private","Adm-clerical",0,0,50
"<=50K","Private","Handlers-cleaners",0,0,45
">50K","Federal-gov","Exec-managerial",15024,0,40
"<=50K","Local-gov","Transport-moving",0,1902,40
"<=50K","Private","Craft-repair",0,0,38
"<=50K","Self-emp-not-inc","Exec-managerial",0,0,45
">50K","Self-emp-not-inc","Exec-managerial",0,0,40
"<=50K","State-gov","Protective-serv",0,0,40
">50K","Private","Sales",0,0,65
"<=50K","Private","Exec-managerial",6849,0,43
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Sales",0,0,20
"<=50K","Private","Sales",0,0,40
">50K","Private","Prof-specialty",15020,0,50
">50K","Private","Handlers-cleaners",0,0,45
"<=50K","Self-emp-not-inc","Prof-specialty",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Other-service",3908,0,40
"<=50K","Private","Craft-repair",0,0,50
">50K","Private","Sales",0,0,50
">50K","Private","Prof-specialty",0,1902,40
"<=50K","Private","Craft-repair",0,0,60
"<=50K","Private","Machine-op-inspct",0,0,30
"<=50K","Private","Farming-fishing",0,0,60
">50K","Self-emp-inc","Exec-managerial",0,0,60
"<=50K","Self-emp-not-inc","Sales",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
">50K","Self-emp-inc","Prof-specialty",15024,0,65
"<=50K","Private","Other-service",0,0,40
">50K","Private","Transport-moving",15024,0,40
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Self-emp-not-inc","Prof-specialty",0,0,40
">50K","State-gov","Adm-clerical",0,0,50
">50K","Private","Tech-support",0,0,40
"<=50K","Private","Adm-clerical",0,0,10
"<=50K","Private","Other-service",0,0,60
"<=50K","Self-emp-inc","Craft-repair",0,0,60
"<=50K","Private","Craft-repair",0,0,40
"<=50K","State-gov","Prof-specialty",0,0,37
"<=50K","Private","Tech-support",0,0,50
"<=50K","Federal-gov","Prof-specialty",0,0,40
"<=50K","Local-gov","Prof-specialty",0,0,20
">50K","Self-emp-not-inc","Sales",7688,0,45
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,65
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Prof-specialty",0,0,42
"<=50K","Private","Craft-repair",6497,0,40
">50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Craft-repair",0,0,55
">50K","Private","Sales",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Self-emp-inc","Sales",0,0,40
">50K","Self-emp-not-inc","Craft-repair",0,0,50
"<=50K","Private","Adm-clerical",0,0,50
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Other-service",0,0,35
">50K","Private","Tech-support",0,0,45
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
">50K","Private","Exec-managerial",0,0,40
">50K","Private","Sales",99999,0,50
">50K","Local-gov","Protective-serv",0,0,56
"<=50K","State-gov","Other-service",0,0,40
">50K","Private","Prof-specialty",14084,0,35
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Exec-managerial",2346,0,15
"<=50K","Private","Other-service",0,0,35
"<=50K","Private","Craft-repair",0,1628,48
"<=50K","Private","Other-service",0,0,30
">50K","Local-gov","Exec-managerial",0,0,60
"<=50K","Private","Machine-op-inspct",3137,0,40
"<=50K","Private","Prof-specialty",0,0,8
"<=50K","State-gov","Prof-specialty",5455,0,40
"<=50K","Private","Other-service",594,0,20
"<=50K","Federal-gov","Transport-moving",0,0,70
"<=50K","State-gov","Transport-moving",0,0,15
"<=50K","Private","Protective-serv",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Self-emp-not-inc","Transport-moving",0,0,50
">50K","Self-emp-not-inc","Prof-specialty",15024,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
">50K","Local-gov","Craft-repair",7688,0,40
"<=50K","Private","Sales",0,0,65
"<=50K","Private","Sales",0,0,45
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","State-gov","Adm-clerical",0,0,40
">50K","Self-emp-not-inc","Prof-specialty",15024,0,40
">50K","Local-gov","Prof-specialty",15024,0,40
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Other-service",0,0,25
"<=50K","Private","Other-service",0,0,35
"<=50K","Private","Tech-support",0,0,43
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Farming-fishing",0,0,40
"<=50K","Private","Tech-support",0,0,38
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Other-service",0,0,35
"<=50K","Local-gov","Prof-specialty",5013,0,45
"<=50K","Local-gov","Adm-clerical",0,0,12
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Exec-managerial",0,0,60
"<=50K","Private","Other-service",0,0,36
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,78
"<=50K","Private","Sales",0,0,48
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Local-gov","Craft-repair",0,0,40
">50K","Private","Machine-op-inspct",0,0,40
">50K","Private","Tech-support",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,50
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Sales",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Adm-clerical",0,0,50
"<=50K","Private","Handlers-cleaners",0,0,8
"<=50K","Local-gov","Other-service",0,0,40
"<=50K","State-gov","Adm-clerical",0,0,12
"<=50K","Private","Craft-repair",0,0,26
">50K","Private","Exec-managerial",0,0,60
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Transport-moving",0,0,30
">50K","Self-emp-not-inc","Prof-specialty",0,0,40
">50K","Self-emp-not-inc","Farming-fishing",0,0,25
">50K","Private","Farming-fishing",7298,0,50
"<=50K","Private","Other-service",0,0,40
">50K","Self-emp-not-inc","Transport-moving",6418,0,58
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Private","Craft-repair",0,0,50
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Other-service",0,0,32
">50K","State-gov","Exec-managerial",10605,0,50
"<=50K","Self-emp-inc","Farming-fishing",0,0,50
">50K","State-gov","Prof-specialty",0,0,50
">50K","Private","Exec-managerial",0,0,50
"<=50K","Private","Other-service",0,0,40
"<=50K","Self-emp-not-inc","Exec-managerial",0,0,1
">50K","Private","Exec-managerial",99999,0,50
"<=50K","Private","Other-service",2580,0,40
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Craft-repair",0,0,45
">50K","State-gov","Adm-clerical",0,0,50
"<=50K","Federal-gov","Tech-support",0,0,16
"<=50K","Self-emp-not-inc","Sales",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Prof-specialty",0,0,60
"<=50K","Private","Protective-serv",0,0,40
">50K","Private","Other-service",99999,0,70
"<=50K","Private","Other-service",0,0,30
">50K","Private","Exec-managerial",25236,0,50
"<=50K","Private","Sales",0,1974,40
">50K","State-gov","Prof-specialty",0,0,35
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,48
"<=50K","Self-emp-inc","Sales",0,0,50
"<=50K","Private","Machine-op-inspct",0,1573,40
"<=50K","Private","Sales",2597,0,48
">50K","Private","Exec-managerial",7688,0,40
"<=50K","Private","Adm-clerical",0,2339,40
">50K","Private","Prof-specialty",0,0,60
"<=50K","Self-emp-not-inc","Exec-managerial",0,0,40
"<=50K","Private","Transport-moving",0,0,40
"<=50K","State-gov","Other-service",0,0,40
">50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Adm-clerical",0,0,20
">50K","Private","Prof-specialty",0,0,52
">50K","Private","Craft-repair",0,1902,60
">50K","State-gov","Exec-managerial",7688,0,55
">50K","Private","Exec-managerial",0,0,50
">50K","Self-emp-inc","Exec-managerial",0,1902,60
">50K","Private","Craft-repair",8614,0,44
"<=50K","Private","Prof-specialty",0,0,40
">50K","Private","Craft-repair",0,2444,45
"<=50K","Local-gov","Protective-serv",0,0,20
"<=50K","Private","Adm-clerical",0,2001,40
"<=50K","Local-gov","Prof-specialty",3325,0,43
">50K","Self-emp-not-inc","Exec-managerial",0,0,25
"<=50K","Private","Other-service",0,0,7
">50K","State-gov","Prof-specialty",0,1902,40
">50K","Self-emp-not-inc","Exec-managerial",0,0,45
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Other-service",0,0,21
"<=50K","Private","Exec-managerial",0,0,60
">50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Local-gov","Transport-moving",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
">50K","Private","Exec-managerial",0,0,50
"<=50K","Private","Sales",0,0,24
"<=50K","Private","Other-service",0,0,40
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,70
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Sales",0,0,10
">50K","Private","Craft-repair",0,0,40
"<=50K","Private","Craft-repair",0,0,55
"<=50K","Private","Sales",0,0,40
"<=50K","Federal-gov","Exec-managerial",0,0,40
"<=50K","Private","Other-service",0,0,20
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Tech-support",0,0,40
"<=50K","Private","Adm-clerical",0,0,60
">50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Other-service",0,0,20
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Other-service",0,0,15
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Self-emp-not-inc","Sales",0,0,30
">50K","Private","Exec-managerial",0,0,40
">50K","Private","Craft-repair",0,0,40
">50K","Private","Prof-specialty",0,0,45
"<=50K","Local-gov","Protective-serv",3464,0,45
">50K","Private","Handlers-cleaners",0,0,40
"<=50K","Local-gov","Prof-specialty",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,19
"<=50K","Private","Transport-moving",0,0,20
"<=50K","Private","Machine-op-inspct",0,0,60
"<=50K","Private","Other-service",0,0,16
"<=50K","Private","Handlers-cleaners",0,0,20
"<=50K","Private","Adm-clerical",0,0,45
"<=50K","Private","Transport-moving",0,0,30
">50K","Private","Prof-specialty",14344,0,40
"<=50K","Private","Sales",0,0,40
">50K","Self-emp-not-inc","Sales",0,0,80
">50K","Private","Prof-specialty",0,0,40
">50K","Private","Prof-specialty",0,0,50
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Craft-repair",0,1977,60
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,35
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","State-gov","Adm-clerical",0,0,50
"<=50K","Private","Other-service",0,0,25
"<=50K","Private","Other-service",0,0,60
"<=50K","Private","Prof-specialty",0,0,38
">50K","Private","Prof-specialty",0,1887,40
">50K","Self-emp-inc","Exec-managerial",0,2392,55
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Exec-managerial",0,1485,60
"<=50K","Local-gov","Other-service",0,0,40
"<=50K","Private","Prof-specialty",0,0,50
">50K","Private","Exec-managerial",0,0,45
">50K","Self-emp-not-inc","Sales",0,0,45
"<=50K","Local-gov","Protective-serv",0,0,40
"<=50K","Private","Sales",0,0,17
"<=50K","Private","Other-service",0,0,10
"<=50K","Private","Tech-support",0,0,40
">50K","Private","Craft-repair",0,0,40
"<=50K","Private","Exec-managerial",0,0,35
">50K","Self-emp-inc","Sales",0,0,50
"<=50K","Private","Other-service",0,0,24
"<=50K","Private","Other-service",0,0,20
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Private","Other-service",0,0,40
">50K","State-gov","Exec-managerial",0,0,40
"<=50K","Local-gov","Other-service",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Adm-clerical",0,0,22
">50K","Private","Craft-repair",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Adm-clerical",0,0,32
"<=50K","Private","Farming-fishing",0,0,50
"<=50K","State-gov","Adm-clerical",0,0,40
">50K","Private","Exec-managerial",0,0,45
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
">50K","Local-gov","Adm-clerical",0,0,35
"<=50K","Private","Transport-moving",0,0,60
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,65
"<=50K","Private","Other-service",0,0,52
"<=50K","Federal-gov","Adm-clerical",0,0,40
